"Dataset","Algoritmo de seleção de atributos","Número de atributos selecionados","Método de Balanceamento","Classificador","G-Mean"
"HNSC.rnaseqv2.csv","ReliefF",10,"SMOTE","CNN",0.860264052037
"HNSC.rnaseqv2.csv","SDAE",10,"SMOTE","CNN",0.869856494685
"HNSC.rnaseqv2.csv","FCBF",10,"SMOTE","CNN",0.776763329437
"HNSC.rnaseqv2.csv","ReliefF",50,"SMOTE","CNN",0.895868101472
"HNSC.rnaseqv2.csv","SDAE",50,"SMOTE","CNN",0.900808739495
"HNSC.rnaseqv2.csv","FCBF",50,"SMOTE","CNN",0.785769113458
"HNSC.rnaseqv2.csv","ReliefF",100,"SMOTE","CNN",0.883758304771
"HNSC.rnaseqv2.csv","SDAE",100,"SMOTE","CNN",0.938285302571
"HNSC.rnaseqv2.csv","FCBF",100,"SMOTE","CNN",0.760943945319
"HNSC.rnaseqv2.csv","ReliefF",10,"SMOTE","MLP",0.91000104922
"HNSC.rnaseqv2.csv","SDAE",10,"SMOTE","MLP",0.887435913312
"HNSC.rnaseqv2.csv","FCBF",10,"SMOTE","MLP",0.785153297985
"HNSC.rnaseqv2.csv","ReliefF",50,"SMOTE","MLP",0.914307123262
"HNSC.rnaseqv2.csv","SDAE",50,"SMOTE","MLP",0.904506589993
"HNSC.rnaseqv2.csv","FCBF",50,"SMOTE","MLP",0.778393082871
"HNSC.rnaseqv2.csv","ReliefF",100,"SMOTE","MLP",0.959261738004
"HNSC.rnaseqv2.csv","SDAE",100,"SMOTE","MLP",0.922263744643
"HNSC.rnaseqv2.csv","FCBF",100,"SMOTE","MLP",0.790898239589
"HNSC.rnaseqv2.csv","ReliefF",10,"SMOTE","DecisionTree",0.849379894125
"HNSC.rnaseqv2.csv","SDAE",10,"SMOTE","DecisionTree",0.834114725268
"HNSC.rnaseqv2.csv","FCBF",10,"SMOTE","DecisionTree",0.789902333384
"HNSC.rnaseqv2.csv","ReliefF",50,"SMOTE","DecisionTree",0.943038705228
"HNSC.rnaseqv2.csv","SDAE",50,"SMOTE","DecisionTree",0.928361944728
"HNSC.rnaseqv2.csv","FCBF",50,"SMOTE","DecisionTree",0.789902333384
"HNSC.rnaseqv2.csv","ReliefF",100,"SMOTE","DecisionTree",0.882076665178
"HNSC.rnaseqv2.csv","SDAE",100,"SMOTE","DecisionTree",0.80332194172
"HNSC.rnaseqv2.csv","FCBF",100,"SMOTE","DecisionTree",0.789902333384
"HNSC.rnaseqv2.csv","ReliefF",10,"SMOTETomek","CNN",0.866878945848
"HNSC.rnaseqv2.csv","SDAE",10,"SMOTETomek","CNN",0.713044278594
"HNSC.rnaseqv2.csv","FCBF",10,"SMOTETomek","CNN",0.798400778343
"HNSC.rnaseqv2.csv","ReliefF",50,"SMOTETomek","CNN",0.837768824489
"HNSC.rnaseqv2.csv","SDAE",50,"SMOTETomek","CNN",0.870294724469
"HNSC.rnaseqv2.csv","FCBF",50,"SMOTETomek","CNN",0.770827276415
"HNSC.rnaseqv2.csv","ReliefF",100,"SMOTETomek","CNN",0.870100494779
"HNSC.rnaseqv2.csv","SDAE",100,"SMOTETomek","CNN",0.92112154633
"HNSC.rnaseqv2.csv","FCBF",100,"SMOTETomek","CNN",0.773738939445
"HNSC.rnaseqv2.csv","ReliefF",10,"SMOTETomek","MLP",0.897058822155
"HNSC.rnaseqv2.csv","SDAE",10,"SMOTETomek","MLP",0.843121171275
"HNSC.rnaseqv2.csv","FCBF",10,"SMOTETomek","MLP",0.783455916162
"HNSC.rnaseqv2.csv","ReliefF",50,"SMOTETomek","MLP",0.939433377606
